RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
623,623,2016-06-20 23:49:13.9764768,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Guest,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
624,624,2016-06-20 23:49:13.9764768,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\HomeGroupUser$,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""HomeGroupUser$""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
625,625,2016-06-20 23:49:13.9764768,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
626,626,2016-06-20 23:49:13.9764768,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
627,627,2016-06-20 23:49:13.9764768,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\HomeGroupUser$,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""HomeGroupUser$""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
628,628,2016-06-20 23:49:13.9764768,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
629,629,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,2120,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
630,630,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,592,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Guest,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
631,631,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,2120,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\HomeGroupUser$,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""HomeGroupUser$""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
632,632,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,592,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
633,633,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,2120,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
634,634,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,2120,4orensics,5,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\Administrator,SubjectLogonId: 0x20F8A,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x20F8A""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
635,635,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,2120,4orensics,5,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\Guest,SubjectLogonId: 0x20F8A,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x20F8A""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
636,636,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,2120,4orensics,5,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\HomeGroupUser$,SubjectLogonId: 0x20F8A,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x20F8A""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""HomeGroupUser$""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
637,637,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
638,638,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Guest,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
639,639,2016-06-20 23:49:14.0229763,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\HomeGroupUser$,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""HomeGroupUser$""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
640,640,2016-06-20 23:49:14.0391711,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
641,641,2016-06-20 23:49:14.0391711,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,588,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
642,642,2016-06-20 23:49:14.0540656,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,592,4orensics,5,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\Administrator,SubjectLogonId: 0x20F8A,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x20F8A""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
643,643,2016-06-20 23:49:14.0540656,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,592,4orensics,5,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\Guest,SubjectLogonId: 0x20F8A,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x20F8A""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
644,644,2016-06-20 23:49:14.0540656,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,592,4orensics,5,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\HomeGroupUser$,SubjectLogonId: 0x20F8A,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x20F8A""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""HomeGroupUser$""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
645,645,2016-06-20 23:49:14.1952722,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,2120,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
646,646,2016-06-20 23:49:14.1952722,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,576,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Guest,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
647,647,2016-06-20 23:49:14.1952722,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,576,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\HomeGroupUser$,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""HomeGroupUser$""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
648,648,2016-06-20 23:49:14.1952722,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,576,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
649,649,2016-06-20 23:49:14.1952722,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,576,4orensics,5,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
650,650,2016-06-20 23:49:14.2109428,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,592,4orensics,5,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\Administrator,SubjectLogonId: 0x20F8A,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x20F8A""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
651,651,2016-06-20 23:49:14.2109428,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,592,4orensics,5,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\Guest,SubjectLogonId: 0x20F8A,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,416,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x20F8A""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
652,652,2016-06-20 23:49:14.2109428,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,592,4orensics,5,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\HomeGroupUser$,SubjectLogonId: 0x20F8A,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x20F8A""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""HomeGroupUser$""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
653,653,2016-06-20 23:49:14.2109428,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,552,2120,4orensics,5,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\Administrator,SubjectLogonId: 0x20F8A,Workstation: 4ORENSICS,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x20F8A""},{""@Name"":""Workstation"",""#text"":""4ORENSICS""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
