Offset(P)            #Ptr   #Hnd Access Name
0x0000000009a12930      1      1 ------ \Device\NamedPipe\net\NtControlPipe3
0x0000000009a13028      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\powercfg.cpl
0x0000000009a134a0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0406
0x0000000009a13d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxHook.dll
0x0000000009a14210      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0405
0x0000000009a14940      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0404
0x0000000009a14d60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntmarta.dll
0x0000000009a14df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxService.exe
0x0000000009a14f90      1      0 R----- \Device\HarddiskVolume1\WINDOWS\Prefetch\DUMPIT.EXE-048EA0D3.pf
0x0000000009a15370      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009a15750      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0401
0x0000000009a157e8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Accessories
0x0000000009a15ba0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0804
0x0000000009a15c60      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0424
0x0000000009a15f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scecli.dll
0x0000000009a16130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\inetpp.dll
0x0000000009a16378      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\netui2.dll
0x0000000009a16508      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041f
0x0000000009a16910      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041D
0x0000000009a169a8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041b
0x0000000009a16df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\w32time.dll
0x0000000009a17718      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0419
0x0000000009a17eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schannel.dll
0x0000000009a18130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32spl.dll
0x0000000009a18c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winmm.dll
0x0000000009a198f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samlib.dll
0x0000000009a19df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dpcdll.dll
0x0000000009a1ac60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\powrprof.dll
0x0000000009a1af90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscui.dll
0x0000000009a1b410      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem\xml
0x0000000009a1bc70      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\UploadLB\Binaries
0x0000000009a1c740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\raschap.dll
0x0000000009a1cb68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\riched20.dll
0x0000000009a1cf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clbcatq.dll
0x0000000009a1d348      2      1 R--rwd \Device\HarddiskVolume1\$Extend\$ObjId
0x0000000009a1d418      1      1 ------ \Device\NamedPipe\scerpc
0x0000000009a1d9a8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\admcgi\scripts
0x0000000009a1dd20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ersvc.dll
0x0000000009a1e250      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wups.dll
0x0000000009a1ea70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dmserver.dll
0x0000000009a1eeb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\certcli.dll
0x0000000009a1f2a8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\usp10.dll
0x0000000009a1fc28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptsvc.dll
0x0000000009a20580      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imjp8_1
0x0000000009a20990      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\admisapi\scripts
0x0000000009a20d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webclnt.dll
0x0000000009a20f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009a21240      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\batmeter.dll
0x0000000009a216a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\es.dll
0x0000000009a21740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xpob2res.dll
0x0000000009a21b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.5512_x-ww_dfb54e0c\GdiPlus.dll
0x0000000009a21f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wsock32.dll
0x0000000009a22320      1      0 R--rw- \Device\HarddiskVolume1\PROGRA~1\WINDOW~2\wmplayer.exe
0x0000000009a223d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drprov.dll
0x0000000009a22800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imm32.dll
0x0000000009a22c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\MSCTF.dll
0x0000000009a23028      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech\sapi.cpl
0x0000000009a234d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\MSIMTF.dll
0x0000000009a238f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msls31.dll
0x0000000009a24708      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mshtml.dll
0x0000000009a261d0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0000000009a26648      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eappprxy.dll
0x0000000009a27370      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\npp
0x0000000009a27c60      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna
0x0000000009a28228      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\intl.cpl
0x0000000009a28378      1      0 R--r-- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech\sapi.cpl
0x0000000009a28530      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft\Lexicon\1033
0x0000000009a28890      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000009a28d60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mlang.dll
0x0000000009a29250      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\intl.cpl
0x0000000009a29718      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Triedit
0x0000000009a29ad0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shdoclc.dll
0x0000000009a29e98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browselc.dll
0x0000000009a2a8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eappcfg.dll
0x0000000009a2ad00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscsvc.dll
0x0000000009a2b028      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\timedate.cpl
0x0000000009a2b5a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msxml3.dll
0x0000000009a2b9d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sens.dll
0x0000000009a2bdf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winhttp.dll
0x0000000009a2bf90      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\lucon.ttf
0x0000000009a2cb68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mspatcha.dll
0x0000000009a2cf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\onex.dll
0x0000000009a2d320      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mydocs.dll
0x0000000009a2d4b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cabinet.dll
0x0000000009a2d8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\advpack.dll
0x0000000009a2dd00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuaueng.dll
0x0000000009a2e028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\timedate.cpl
0x0000000009a2e5a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dot3dlg.dll
0x0000000009a2e9d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\credui.dll
0x0000000009a2edf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\themeui.dll
0x0000000009a2f318      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0009
0x0000000009a2f740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\esscli.dll
0x0000000009a2ff90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcore.dll
0x0000000009a304b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcomn.dll
0x0000000009a308d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemprox.dll
0x0000000009a30d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msi.dll
0x0000000009a362a0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\main.cpl
0x0000000009a363c0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System
0x0000000009a368d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuauserv.dll
0x0000000009a36d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vssapi.dll
0x0000000009a37d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmisvc.dll
0x0000000009a38028      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\desktop.ini
0x0000000009a385a8      1      1 ------ \Device\Afd\Endpoint
0x0000000009a389d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\seclogon.dll
0x0000000009a38df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipsecsvc.dll
0x0000000009a39318      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsapi.dll
0x0000000009a39740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netman.dll
0x0000000009a39b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srsvc.dll
0x0000000009a3a740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\trkwks.dll
0x0000000009a3ab68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regsvc.dll
0x0000000009a3af90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psbase.dll
0x0000000009a3b320      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\taskmgr.exe
0x0000000009a3b4b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pstorsvc.dll
0x0000000009a3b8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winipsec.dll
0x0000000009a3bd00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oakley.dll
0x0000000009a3c4d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\profmap.dll
0x0000000009a3c8f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\nddeapi.dll
0x0000000009a3cd60      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009a3d668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netmsg.dll
0x0000000009a3da90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srvsvc.dll
0x0000000009a3deb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries\pchsvc.dll
0x0000000009a3e158      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Local Settings\History\History.IE5\index.dat
0x0000000009a3e3d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\termsrv.dll
0x0000000009a3f528      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dssenh.dll
0x0000000009a3f858      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipnathlp.dll
0x0000000009a3fb88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browser.dll
0x0000000009a3fea0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuapi.dll
0x0000000009a40528      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\ncprov.dll
0x0000000009a40858      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\resutils.dll
0x0000000009a40b88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clusapi.dll
0x0000000009a40eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mtxclu.dll
0x0000000009a41508      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\colbact.dll
0x0000000009a41858      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comsvcs.dll
0x0000000009a41b88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemess.dll
0x0000000009a41f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\repdrvfs.dll
0x0000000009a42798      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemsvc.dll
0x0000000009a42ac8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x0000000009a492e8      2      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\system32\config\systemprofile\Local Settings\History\History.IE5\index.dat
0x0000000009a68bb8      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\NTUSER.DAT
0x0000000009a71f90      1      0 -W-r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\Logs\wmiprov.log
0x0000000009a774b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shfolder.dll
0x0000000009a77800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpsrv.dll
0x0000000009a78028      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\telephon.cpl
0x0000000009a78840      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\nwc.cpl.manifest
0x0000000009a788d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpapi.dll
0x0000000009a78d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\upnp.dll
0x0000000009a79668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mstlsapi.dll
0x0000000009a79a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\icaapi.dll
0x0000000009a7cf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiutils.dll
0x0000000009a7d848      2      1 R--rw- \Device\HarddiskVolume1\Program Files\xerox\nwwia
0x0000000009a7d8e0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0427
0x0000000009a7f680      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\usmt
0x0000000009a80f68      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dinput8.dll
0x0000000009a81f90      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000009a822c0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0413
0x0000000009a84028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxDisp.dll
0x0000000009a84930      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\joy.cpl
0x0000000009a85358      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0000000009a89f90      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin\_vti_adm
0x0000000009a8b248      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\bthprops.cpl
0x0000000009a8b2e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiprvsd.dll
0x0000000009a8e2b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleaut32.dll
0x0000000009a8e418      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ole32.dll
0x0000000009a8e6b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
0x0000000009a8ef90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imagehlp.dll
0x0000000009a8f448      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin\_vti_aut
0x0000000009a91320      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\desktop.ini
0x0000000009a91e10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32k.sys
0x0000000009a91f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\$winnt$.inf
0x0000000009a93dc8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\srchasst\srchui.dll
0x0000000009a95580      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\smss.exe
0x0000000009a98028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrss.exe
0x0000000009a982d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcrt4.dll
0x0000000009a98be0      1      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\SecEvent.Evt
0x0000000009a9f0d8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009a9f180      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009aa0a80      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0000000009aa22c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\urlmon.dll
0x0000000009aa24d0      2      1 ------ \Device\NamedPipe\SfcApi
0x0000000009aa3608      1      1 ------ \Device\NamedPipe\srvsvc
0x0000000009aa4ba0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\authz.dll
0x0000000009aa4f38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shell32.dll
0x0000000009aa5028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\srchasst\srchctls.dll
0x0000000009aa6ad0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrsrv.dll
0x0000000009aa8b50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wldap32.dll
0x0000000009aa8c70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wininet.dll
0x0000000009aa8d70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\version.dll
0x0000000009aaaf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comctl32.dll
0x0000000009aabf90      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\dfrgres.dll
0x0000000009aac028      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009aac1d8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009aac970      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Local Settings\Temporary Internet Files\Content.IE5\desktop.ini
0x0000000009aacb68      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0000000009aacd60      1      0 RW-rw- \Device\HarddiskVolume1\WINDOWS\0.log
0x0000000009aad2f8      1      0 R--rwd \Device\HarddiskVolume1\System Volume Information\_restore{5B9E8E4A-31B4-4965-9006-1AD148615532}\RP1\rp.log
0x0000000009aad500      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\inetpp.dll
0x0000000009aad730      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32spl.dll
0x0000000009aad960      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\usbmon.dll
0x0000000009aadb78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tcpmon.dll
0x0000000009aadda0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pjlmon.dll
0x0000000009aadf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cnbjmon.dll
0x0000000009aae1a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\localspl.dll
0x0000000009aae448      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolss.dll
0x0000000009aae6a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sensapi.dll
0x0000000009aae8b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\verdanab.ttf
0x0000000009aaed08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscntfy.exe
0x0000000009aaef28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasdlg.dll
0x0000000009aaf128      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netcfgx.dll
0x0000000009aaf4b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\Logs\wbemcore.log
0x0000000009aaf6b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\alg.exe
0x0000000009aaf900      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpsrv.dll
0x0000000009aafc08      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009aafca0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\sol.exe
0x0000000009aafe98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcons.dll
0x0000000009ab01f0      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x0000000009ab0470      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpapi.dll
0x0000000009ab0888      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mstlsapi.dll
0x0000000009ab0b18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\icaapi.dll
0x0000000009ab0d30      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\termsrv.dll
0x0000000009ab1478      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browser.dll
0x0000000009ab16d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dssenh.dll
0x0000000009ab1ac0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuapi.dll
0x0000000009ab1d80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\ncprov.dll
0x0000000009ab1f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\resutils.dll
0x0000000009ab2210      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clusapi.dll
0x0000000009ab2438      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mtxclu.dll
0x0000000009ab2668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\colbact.dll
0x0000000009ab2890      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comsvcs.dll
0x0000000009ab2c10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemess.dll
0x0000000009ab2f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiprvsd.dll
0x0000000009ab3028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\NormalColor\shellstyle.dll
0x0000000009ab4340      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009ab43d8      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA
0x0000000009ab47c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\repdrvfs.dll
0x0000000009ab4af0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiutils.dll
0x0000000009ab4d80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemsvc.dll
0x0000000009ab4f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x0000000009ab53d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\esscli.dll
0x0000000009ab5710      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcore.dll
0x0000000009ab5bb0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcomn.dll
0x0000000009ab5e68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemprox.dll
0x0000000009ab6028      1      1 ------ \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x0000000009ab6118      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msi.dll
0x0000000009ab63b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscsvc.dll
0x0000000009ab6658      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msxml3r.dll
0x0000000009ab6850      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\Files and Settings Transfer Wizard.lnk
0x0000000009ab7230      1      0 R--r-- \Device\HarddiskVolume1\System Volume Information\_restore{5B9E8E4A-31B4-4965-9006-1AD148615532}\RP2\rp.log
0x0000000009ab7670      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winhttp.dll
0x0000000009ab7980      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shfolder.dll
0x0000000009ab7b98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mspatcha.dll
0x0000000009ab7db8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cabinet.dll
0x0000000009ab7f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\advpack.dll
0x0000000009ab8478      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuaueng.dll
0x0000000009ab8820      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuauserv.dll
0x0000000009ab8a30      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vssapi.dll
0x0000000009ab8d38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmisvc.dll
