2015-10-09 12:53:02 UTC+0000|[LIVE RESPONSE]| (System time)|
2009-07-14 01:06:15 UTC+0000|[PE HEADER (dll)]| dwmapi.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73ae0000
-|[PE DEBUG]| dwmapi.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73ae0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| dwmapi.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73ae0000
2009-07-14 01:04:06 UTC+0000|[PE HEADER (dll)]| bcrypt.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74c60000
2009-07-13 23:32:55 UTC+0000|[PE DEBUG]| bcrypt.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74c60000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| bcrypt.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74c60000
2009-07-14 01:09:50 UTC+0000|[PE HEADER (dll)]| RPCRT4.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x757e0000
2009-07-13 23:13:01 UTC+0000|[PE DEBUG]| RPCRT4.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x757e0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| RPCRT4.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x757e0000
2009-07-14 01:09:45 UTC+0000|[PE HEADER (dll)]| NSI.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x755f0000
2009-07-13 23:12:06 UTC+0000|[PE DEBUG]| NSI.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x755f0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| NSI.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x755f0000
2009-07-14 01:06:33 UTC+0000|[PE HEADER (dll)]| LPK.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75c00000
2009-07-13 23:25:32 UTC+0000|[PE DEBUG]| LPK.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75c00000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| LPK.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75c00000
2009-07-14 01:11:07 UTC+0000|[PE HEADER (dll)]| VERSION.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x745c0000
-|[PE DEBUG]| VERSION.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x745c0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| VERSION.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x745c0000
2009-07-13 23:12:01 UTC+0000|[PE HEADER (dll)]| CRYPTBASE.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75020000
2009-07-13 23:12:01 UTC+0000|[PE DEBUG]| CRYPTBASE.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75020000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| CRYPTBASE.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75020000
2009-07-14 01:04:52 UTC+0000|[PE HEADER (dll)]| DCIMAN32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6da30000
2009-07-13 23:25:21 UTC+0000|[PE DEBUG]| DCIMAN32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6da30000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| DCIMAN32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6da30000
2009-07-14 01:10:22 UTC+0000|[PE HEADER (dll)]| SETUPAPI.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x768b0000
-|[PE DEBUG]| SETUPAPI.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x768b0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| SETUPAPI.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x768b0000
2009-07-14 01:04:38 UTC+0000|[PE HEADER (dll)]| d3d11.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x65040000
2009-07-13 23:27:44 UTC+0000|[PE DEBUG]| d3d11.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x65040000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| d3d11.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x65040000
2009-07-14 01:08:02 UTC+0000|[PE HEADER (dll)]| msvfw32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6ba50000
-|[PE DEBUG]| msvfw32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6ba50000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| msvfw32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6ba50000
2009-07-14 01:04:41 UTC+0000|[PE HEADER (dll)]| d3d9.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x5f860000
-|[PE DEBUG]| d3d9.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x5f860000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| d3d9.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x5f860000
2009-07-14 01:06:20 UTC+0000|[PE HEADER (dll)]| dxgi.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6fa70000
-|[PE DEBUG]| dxgi.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6fa70000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| dxgi.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6fa70000
2009-07-14 01:08:09 UTC+0000|[PE HEADER (dll)]| ncrypt.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74c80000
-|[PE DEBUG]| ncrypt.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74c80000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| ncrypt.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74c80000
2009-07-14 01:07:59 UTC+0000|[PE HEADER (dll)]| msvcrt.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75690000
-|[PE DEBUG]| msvcrt.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75690000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| msvcrt.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75690000
2015-09-11 15:22:44 UTC+0000|[PE HEADER (dll)]| tv_w32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6c8a0000
2015-09-11 15:22:44 UTC+0000|[PE DEBUG]| tv_w32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6c8a0000
2015-10-09 12:10:57 UTC+0000|[DLL LOADTIME (dll)]| tv_w32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6c8a0000
2009-07-14 01:12:02 UTC+0000|[PE HEADER (dll)]| WLDAP32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x76860000
-|[PE DEBUG]| WLDAP32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x76860000
2015-10-09 12:10:57 UTC+0000|[DLL LOADTIME (dll)]| WLDAP32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x76860000
2009-07-14 01:03:50 UTC+0000|[PE HEADER (dll)]| COMCTL32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73f70000
2009-07-13 23:40:09 UTC+0000|[PE DEBUG]| COMCTL32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73f70000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| COMCTL32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73f70000
2009-07-14 01:06:15 UTC+0000|[PE HEADER (dll)]| IMM32.DLL| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x770c0000
-|[PE DEBUG]| IMM32.DLL| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x770c0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| IMM32.DLL| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x770c0000
2009-07-14 01:07:53 UTC+0000|[PE HEADER (dll)]| MSCTF.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x770e0000
-|[PE DEBUG]| MSCTF.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x770e0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| MSCTF.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x770e0000
2009-07-14 01:05:09 UTC+0000|[PE HEADER (dll)]| DEVOBJ.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75290000
2009-07-13 23:16:08 UTC+0000|[PE DEBUG]| DEVOBJ.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75290000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| DEVOBJ.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75290000
2009-07-14 01:03:58 UTC+0000|[PE HEADER (dll)]| ADVAPI32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75b10000
-|[PE DEBUG]| ADVAPI32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75b10000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| ADVAPI32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75b10000
2009-07-14 01:11:11 UTC+0000|[PE HEADER (dll)]| USER32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x76c10000
-|[PE DEBUG]| USER32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x76c10000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| USER32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x76c10000
2009-07-14 01:07:44 UTC+0000|[PE HEADER (dll)]| MSASN1.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75140000
2009-07-13 23:32:37 UTC+0000|[PE DEBUG]| MSASN1.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75140000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| MSASN1.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75140000
2009-07-14 01:07:09 UTC+0000|[PE HEADER (dll)]| CRYPTSP.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74b50000
2009-07-13 23:37:21 UTC+0000|[PE DEBUG]| CRYPTSP.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74b50000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| CRYPTSP.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74b50000
2009-07-14 01:11:13 UTC+0000|[PE HEADER (dll)]| USERENV.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74720000
-|[PE DEBUG]| USERENV.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74720000
2015-10-09 12:10:57 UTC+0000|[DLL LOADTIME (dll)]| USERENV.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74720000
2009-07-14 01:11:30 UTC+0000|[PE HEADER (dll)]| WINMM.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73770000
-|[PE DEBUG]| WINMM.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73770000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| WINMM.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73770000
2009-07-14 01:07:05 UTC+0000|[PE HEADER (dll)]| CRYPT32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x752b0000
-|[PE DEBUG]| CRYPT32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x752b0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| CRYPT32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x752b0000
2009-07-14 01:09:45 UTC+0000|[PE HEADER (dll)]| quartz.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x5f6e0000
-|[PE DEBUG]| quartz.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x5f6e0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| quartz.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x5f6e0000
2009-07-14 01:03:50 UTC+0000|[PE HEADER (dll)]| gdiplus.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73da0000
2009-07-13 23:26:06 UTC+0000|[PE DEBUG]| gdiplus.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73da0000
2015-10-09 12:10:57 UTC+0000|[DLL LOADTIME (dll)]| gdiplus.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x73da0000
2009-07-14 01:10:01 UTC+0000|[PE HEADER (dll)]| ntmarta.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74400000
2009-07-13 23:34:18 UTC+0000|[PE DEBUG]| ntmarta.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74400000
2015-10-09 12:10:57 UTC+0000|[DLL LOADTIME (dll)]| ntmarta.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74400000
2009-07-14 01:11:31 UTC+0000|[PE HEADER (dll)]| WTSAPI32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x737b0000
2009-07-14 00:02:17 UTC+0000|[PE DEBUG]| WTSAPI32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x737b0000
2015-10-09 12:10:57 UTC+0000|[DLL LOADTIME (dll)]| WTSAPI32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x737b0000
2009-07-14 01:11:54 UTC+0000|[PE HEADER (dll)]| wshtcpip.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74650000
2009-07-13 23:12:08 UTC+0000|[PE DEBUG]| wshtcpip.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74650000
2015-10-09 12:10:57 UTC+0000|[DLL LOADTIME (dll)]| wshtcpip.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74650000
2009-07-14 01:09:02 UTC+0000|[PE HEADER (dll)]| KERNELBASE.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x751e0000
-|[PE DEBUG]| KERNELBASE.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x751e0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| KERNELBASE.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x751e0000
2009-07-14 01:04:40 UTC+0000|[PE HEADER (dll)]| d3d8thk.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x71460000
2009-07-13 23:27:45 UTC+0000|[PE DEBUG]| d3d8thk.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x71460000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| d3d8thk.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x71460000
2009-07-14 01:10:25 UTC+0000|[PE HEADER (dll)]| Shell32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75c10000
-|[PE DEBUG]| Shell32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75c10000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| Shell32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75c10000
2009-07-14 01:05:33 UTC+0000|[PE HEADER (dll)]| GDI32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75bb0000
-|[PE DEBUG]| GDI32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75bb0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| GDI32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75bb0000
2009-07-13 23:27:08 UTC+0000|[PE HEADER (dll)]| Magnification.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6da20000
2009-07-13 23:27:08 UTC+0000|[PE DEBUG]| Magnification.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6da20000
2015-10-09 12:10:57 UTC+0000|[DLL LOADTIME (dll)]| Magnification.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6da20000
2009-07-14 01:04:07 UTC+0000|[PE HEADER (dll)]| bcryptprimitives.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74830000
2009-07-13 23:33:05 UTC+0000|[PE DEBUG]| bcryptprimitives.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74830000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| bcryptprimitives.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x74830000
2009-07-14 01:04:56 UTC+0000|[PE HEADER (dll)]| ddraw.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x61c50000
-|[PE DEBUG]| ddraw.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x61c50000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| ddraw.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x61c50000
2009-07-14 01:11:46 UTC+0000|[PE HEADER (dll)]| WINTRUST.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75260000
-|[PE DEBUG]| WINTRUST.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75260000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| WINTRUST.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75260000
2009-07-14 01:06:44 UTC+0000|[PE HEADER (dll)]| COMCTL32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75150000
2009-07-13 23:39:22 UTC+0000|[PE DEBUG]| COMCTL32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75150000
2015-10-09 12:10:57 UTC+0000|[DLL LOADTIME (dll)]| COMCTL32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75150000
2009-07-14 01:04:20 UTC+0000|[PE HEADER (dll)]| Avicap32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6ba80000
2009-07-14 00:03:35 UTC+0000|[PE DEBUG]| Avicap32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6ba80000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| Avicap32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x6ba80000
2009-07-14 01:10:28 UTC+0000|[PE HEADER (dll)]| sechost.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75890000
2009-07-13 23:11:58 UTC+0000|[PE DEBUG]| sechost.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75890000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| sechost.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75890000
2009-07-14 01:09:01 UTC+0000|[PE HEADER (dll)]| kernel32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x76ea0000
-|[PE DEBUG]| kernel32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x76ea0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| kernel32.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x76ea0000
2009-07-14 01:11:14 UTC+0000|[PE HEADER (dll)]| USP10.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x758b0000
2009-07-13 23:25:41 UTC+0000|[PE DEBUG]| USP10.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x758b0000
2015-10-09 12:10:56 UTC+0000|[DLL LOADTIME (dll)]| USP10.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x758b0000
2009-07-13 23:12:01 UTC+0000|[PE HEADER (dll)]| profapi.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x750d0000
2009-07-13 23:12:01 UTC+0000|[PE DEBUG]| profapi.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x750d0000
2015-10-09 12:10:57 UTC+0000|[DLL LOADTIME (dll)]| profapi.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x750d0000
2009-07-14 01:11:42 UTC+0000|[PE HEADER (dll)]| WINSTA.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75090000
-|[PE DEBUG]| WINSTA.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75090000
2015-10-09 12:11:12 UTC+0000|[DLL LOADTIME (dll)]| WINSTA.dll| Process: TeamViewer_Des/PID: 1092/PPID: 2680/Process POffset: 0x3e2bd278/DLL Base: 0x75090000
