Offset(P)            #Ptr   #Hnd Access Name
0x000000003f0183b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f019478      1      1 ------ \Device\Afd\Endpoint
0x000000003f019588      1      1 ------ \Device\Afd\Endpoint
0x000000003f019860      1      1 ------ \Device\Afd\Endpoint
0x000000003f01a800      1      1 ------ \Device\Afd\Endpoint
0x000000003f01adb8      1      1 ------ \Device\Afd\Endpoint
0x000000003f01b038      1      1 ------ \Device\Afd\Endpoint
0x000000003f01b4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f01ba80      1      1 ------ \Device\Afd\Endpoint
0x000000003f01c268      1      1 ------ \Device\Afd\Endpoint
0x000000003f01d240      1      1 ------ \Device\Afd\Endpoint
0x000000003f01d410      1      1 ------ \Device\Afd\Endpoint
0x000000003f01d9c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f01df80      1      1 ------ \Device\Afd\Endpoint
0x000000003f01f2a8      1      1 ------ \Device\Afd\Endpoint
0x000000003f01f698      1      1 ------ \Device\Afd\Endpoint
0x000000003f021268      1      1 ------ \Device\Afd\Endpoint
0x000000003f021320      1      1 ------ \Device\Afd\Endpoint
0x000000003f0215e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f021b98      1      1 ------ \Device\Afd\Endpoint
0x000000003f022208      1      1 ------ \Device\Afd\Endpoint
0x000000003f0225d8      1      1 ------ \Device\Afd\Endpoint
0x000000003f022690      1      1 ------ \Device\Afd\Endpoint
0x000000003f022a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f024630      1      1 ------ \Device\Afd\Endpoint
0x000000003f024800      1      1 ------ \Device\Afd\Endpoint
0x000000003f024db8      1      1 ------ \Device\Afd\Endpoint
0x000000003f025258      1      1 ------ \Device\Afd\Endpoint
0x000000003f0263b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f027300      1      1 ------ \Device\Afd\Endpoint
0x000000003f0278b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f028240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0282f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0284c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f028a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0291f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0295e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f029b98      1      1 ------ \Device\Afd\Endpoint
0x000000003f02a4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f02aa80      1      1 ------ \Device\Afd\Endpoint
0x000000003f02b268      1      1 ------ \Device\Afd\Endpoint
0x000000003f02b5e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f02b8b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f02c418      1      1 ------ \Device\Afd\Endpoint
0x000000003f02c9d0      1      1 ------ \Device\Afd\Endpoint
0x000000003f02d190      1      1 ------ \Device\Afd\Endpoint
0x000000003f02d248      1      1 ------ \Device\Afd\Endpoint
0x000000003f02d830      1      1 ------ \Device\Afd\Endpoint
0x000000003f02e800      1      1 ------ \Device\Afd\Endpoint
0x000000003f02edb8      1      1 ------ \Device\Afd\Endpoint
0x000000003f02f2a8      1      1 ------ \Device\Afd\Endpoint
0x000000003f02f698      1      1 ------ \Device\Afd\Endpoint
0x000000003f0304c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f030a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f031240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0312f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0314c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f031a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f032038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0324c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f032a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f033410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0339c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f033f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f034240      1      1 ------ \Device\Afd\Endpoint
0x000000003f034410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0349c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f034f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f036260      1      1 ------ \Device\Afd\Endpoint
0x000000003f036810      1      1 ------ \Device\Afd\Endpoint
0x000000003f037300      1      1 ------ \Device\Afd\Endpoint
0x000000003f0378b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0381f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0385e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f038b98      1      1 ------ \Device\Afd\Endpoint
0x000000003f039240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0394c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f03a3b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f03b270      1      1 ------ \Device\Afd\Endpoint
0x000000003f03b380      1      1 ------ \Device\Afd\Endpoint
0x000000003f03b478      1      1 ------ \Device\Afd\Endpoint
0x000000003f03c3d0      1      1 ------ \Device\Afd\Endpoint
0x000000003f03e698      1      1 ------ \Device\Afd\Endpoint
0x000000003f03f038      1      1 ------ \Device\Afd\Endpoint
0x000000003f03f4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f03fa80      1      1 ------ \Device\Afd\Endpoint
0x000000003f040198      1      1 ------ \Device\Afd\Endpoint
0x000000003f041a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0425e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f042b98      1      1 ------ \Device\Afd\Endpoint
0x000000003f044268      1      1 ------ \Device\Afd\Endpoint
0x000000003f045038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0454c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f045a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f046410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0469c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f046f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f047260      1      1 ------ \Device\Afd\Endpoint
0x000000003f047318      1      1 ------ \Device\Afd\Endpoint
0x000000003f0473d0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0475b0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0476e8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0478b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0481f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0485e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f048b98      1      1 ------ \Device\Afd\Endpoint
0x000000003f0492a0      1      1 ------ \Device\Afd\Endpoint
0x000000003f049358      1      1 ------ \Device\Afd\Endpoint
0x000000003f049410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0499c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f049f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f04a410      1      1 ------ \Device\Afd\Endpoint
0x000000003f04a9c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f04af80      1      1 ------ \Device\Afd\Endpoint
0x000000003f04b518      1      1 ------ \Device\Afd\Endpoint
0x000000003f04bae0      1      1 ------ \Device\Afd\Endpoint
0x000000003f04bdb8      1      1 ------ \Device\Afd\Endpoint
0x000000003f04c240      1      1 ------ \Device\Afd\Endpoint
0x000000003f04c410      1      1 ------ \Device\Afd\Endpoint
0x000000003f04c4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f04c8b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f04d3b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f04e800      1      1 ------ \Device\Afd\Endpoint
0x000000003f04edb8      1      1 ------ \Device\Afd\Endpoint
0x000000003f04f298      1      1 ------ \Device\Afd\Endpoint
0x000000003f04f788      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\config\TxR\{6cced300-6e01-11de-8bed-001e0bcd1824}.TxR.blf
0x000000003f04fb60      1      1 ------ \Device\Afd\Endpoint
0x000000003f050698      1      1 ------ \Device\Afd\Endpoint
0x000000003f051038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0514c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f051a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f052240      1      1 ------ \Device\Afd\Endpoint
0x000000003f052410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0529c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f052f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f053210      1      1 ------ \Device\Afd\Endpoint
0x000000003f0532c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f054248      1      1 ------ \Device\Afd\Endpoint
0x000000003f055248      1      1 ------ \Device\Afd\Endpoint
0x000000003f056248      1      1 ------ \Device\Afd\Endpoint
0x000000003f058038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0584c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f058a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f059580      1      1 ------ \Device\Afd\Endpoint
0x000000003f05b1d0      1      1 ------ \Device\Afd\Endpoint
0x000000003f05b2b0      1      1 ------ \Device\Afd\Endpoint
0x000000003f05c2a0      1      1 ------ \Device\Afd\Endpoint
0x000000003f05d038      1      1 ------ \Device\Afd\Endpoint
0x000000003f05d128      1      1 ------ \Device\Afd\Endpoint
0x000000003f05d4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f05da80      1      1 ------ \Device\Afd\Endpoint
0x000000003f05e698      1      1 ------ \Device\Afd\Endpoint
0x000000003f05f460      1      1 ------ \Device\Afd\Endpoint
0x000000003f05fa18      1      1 ------ \Device\Afd\Endpoint
0x000000003f0613b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0628b0      1      1 ------ \Device\Afd\Endpoint
0x000000003f062a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0631e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f063698      1      1 ------ \Device\Afd\Endpoint
0x000000003f068300      1      1 ------ \Device\Afd\Endpoint
0x000000003f0688b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f06a1f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f06a5e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f06ab98      1      1 ------ \Device\Afd\Endpoint
0x000000003f06c300      1      1 ------ \Device\Afd\Endpoint
0x000000003f06c8b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f06d038      1      1 ------ \Device\Afd\Endpoint
0x000000003f06d168      1      1 ------ \Device\Afd\Endpoint
0x000000003f06d698      1      1 ------ \Device\Afd\Endpoint
0x000000003f06e240      1      1 ------ \Device\Afd\Endpoint
0x000000003f06e410      1      1 ------ \Device\Afd\Endpoint
0x000000003f06e9c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f06ef80      1      1 ------ \Device\Afd\Endpoint
0x000000003f06f258      1      1 ------ \Device\Afd\Endpoint
0x000000003f070240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0702f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0704c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f070a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0722a8      1      1 ------ \Device\Afd\Endpoint
0x000000003f072360      1      1 ------ \Device\Afd\Endpoint
0x000000003f072800      1      1 ------ \Device\Afd\Endpoint
0x000000003f072db8      1      1 ------ \Device\Afd\Endpoint
0x000000003f073358      1      1 ------ \Device\Afd\Endpoint
0x000000003f073410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0739c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f073f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0743b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0752f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0758b0      1      1 ------ \Device\Afd\Endpoint
0x000000003f075a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f076278      1      1 ------ \Device\Afd\Endpoint
0x000000003f076448      1      1 ------ \Device\Afd\Endpoint
0x000000003f076a00      1      1 ------ \Device\Afd\Endpoint
0x000000003f077410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0779c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f077f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f078300      1      1 ------ \Device\Afd\Endpoint
0x000000003f0788b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f079038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0793f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f079ca8      1      1 ------ \Device\Afd\Endpoint
0x000000003f079f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f07a240      1      1 ------ \Device\Afd\Endpoint
0x000000003f07a2f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f07a4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f07aa80      1      1 ------ \Device\Afd\Endpoint
0x000000003f07b698      1      1 ------ \Device\Afd\Endpoint
0x000000003f07c1f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f07c5e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f07cb98      1      1 ------ \Device\Afd\Endpoint
0x000000003f07d3a8      1      1 ------ \Device\Afd\Endpoint
0x000000003f07da80      1      1 ------ \Device\Afd\Endpoint
0x000000003f07e298      1      1 ------ \Device\Afd\Endpoint
0x000000003f07f240      1      1 ------ \Device\Afd\Endpoint
0x000000003f07f2f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f07f4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f07fa80      1      1 ------ \Device\Afd\Endpoint
0x000000003f080298      1      1 ------ \Device\Afd\Endpoint
0x000000003f081220      1      1 ------ \Device\Afd\Endpoint
0x000000003f082240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0822f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0824c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f082a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f083320      1      1 ------ \Device\Afd\Endpoint
0x000000003f0835c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f083800      1      1 ------ \Device\Afd\Endpoint
0x000000003f0853b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f086800      1      1 ------ \Device\Afd\Endpoint
0x000000003f086db8      1      1 ------ \Device\Afd\Endpoint
0x000000003f088038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0882d8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0883c0      1      1 ------ \Device\Afd\Endpoint
0x000000003f088a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f089038      1      1 ------ \Device\Afd\Endpoint
0x000000003f089698      1      1 ------ \Device\Afd\Endpoint
0x000000003f08a588      1      1 ------ \Device\Afd\Endpoint
0x000000003f08ab98      1      1 ------ \Device\Afd\Endpoint
0x000000003f08b9c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f08bf80      1      1 ------ \Device\Afd\Endpoint
0x000000003f08c3b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f08d800      1      1 ------ \Device\Afd\Endpoint
0x000000003f08ddb8      1      1 ------ \Device\Afd\Endpoint
0x000000003f08e800      1      1 ------ \Device\Afd\Endpoint
0x000000003f08edb8      1      1 ------ \Device\Afd\Endpoint
0x000000003f08f298      1      1 ------ \Device\Afd\Endpoint
0x000000003f08f350      1      1 ------ \Device\Afd\Endpoint
0x000000003f08f920      1      1 ------ \Device\Afd\Endpoint
0x000000003f090698      1      1 ------ \Device\Afd\Endpoint
0x000000003f091198      1      1 ------ \Device\Afd\Endpoint
0x000000003f091368      1      1 ------ \Device\Afd\Endpoint
0x000000003f091920      1      1 ------ \Device\Afd\Endpoint
0x000000003f092240      1      1 ------ \Device\Afd\Endpoint
0x000000003f092410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0929c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f092f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f093300      1      1 ------ \Device\Afd\Endpoint
0x000000003f0938b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f095460      1      1 ------ \Device\Afd\Endpoint
0x000000003f095a18      1      1 ------ \Device\Afd\Endpoint
0x000000003f0961f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0965e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f096b98      1      1 ------ \Device\Afd\Endpoint
0x000000003f097240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0972f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0974c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f097a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f098038      1      1 ------ \Device\Afd\Endpoint
0x000000003f098250      1      1 ------ \Device\Afd\Endpoint
0x000000003f098a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f099038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0994c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f099a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f09a038      1      1 ------ \Device\Afd\Endpoint
0x000000003f09a198      1      1 ------ \Device\Afd\Endpoint
0x000000003f09b1f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f09b5e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f09bb98      1      1 ------ \Device\Afd\Endpoint
0x000000003f09c240      1      1 ------ \Device\Afd\Endpoint
0x000000003f09c410      1      1 ------ \Device\Afd\Endpoint
0x000000003f09c9c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f09cf80      1      1 ------ \Device\Afd\Endpoint
0x000000003f09d300      1      1 ------ \Device\Afd\Endpoint
0x000000003f09d8b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f09e800      1      1 ------ \Device\Afd\Endpoint
0x000000003f09edb8      1      1 ------ \Device\Afd\Endpoint
0x000000003f09f038      1      1 ------ \Device\Afd\Endpoint
0x000000003f09f4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f09fa80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a0240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a02f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a04c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a0a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a1800      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a1db8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a2410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a29c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a2f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a33b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a5a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a63b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a7800      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a7db8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a8698      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a9038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a94c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0a9a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0aa240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0aa410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0aa9c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0aaf80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ab300      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ab8b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ac3b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ad240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ad2f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ad4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ada80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ae240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ae2f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ae4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0aea80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0afd60      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b0b98      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b15e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b1b98      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b27a0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b2f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b3038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b34c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b3a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b4240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b4410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b49c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b4f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b53b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b7300      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b78b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b81f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b85e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0b8b98      1      1 ------ \Device\Afd\Endpoint
0x000000003f0baa80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0bb038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0bb4c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0bba80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0bdae0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0bddb8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0bf1a8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c05e8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c2370      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c29b0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c35a8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c6038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c6128      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c64c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c6a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c72a0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c8698      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c9038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c9130      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c94c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0c9a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ca348      1      1 ------ \Device\Afd\Endpoint
0x000000003f0cb2a0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0cc1f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0cc5e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ccb98      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ce2a0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0cf2a0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0d32a0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0d55d0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0d6298      1      1 ------ \Device\Afd\Endpoint
0x000000003f0d6468      1      1 ------ \Device\Afd\Endpoint
0x000000003f0d6c98      1      1 ------ \Device\Afd\Endpoint
0x000000003f0d7300      1      1 ------ \Device\Afd\Endpoint
0x000000003f0d78b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0dbdb8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0dc300      1      1 ------ \Device\Afd\Endpoint
0x000000003f0dc8b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0de218      1      1 ------ \Device\Afd\Endpoint
0x000000003f0de2d0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0de888      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e0698      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e1038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e14c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e1a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e2748      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e2d00      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e2f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e4790      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e52b0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e7038      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e74c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e7a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e8580      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e9240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e9410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e99c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0e9f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ec2e8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ed1f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ed5e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0edb98      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ef238      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ef2f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ef9c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0eff80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f0580      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f1240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f1410      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f19c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f1f80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f2290      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f2348      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f2800      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f2db8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f32d0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f38b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f51f0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f55e0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f5b98      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f6160      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f6218      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f63e8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f69a0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f72a0      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f78b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f8240      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f82f8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f84c8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f8a80      1      1 ------ \Device\Afd\Endpoint
0x000000003f0f93b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0fc290      1      1 ------ \Device\Afd\Endpoint
0x000000003f0fc348      1      1 ------ \Device\Afd\Endpoint
0x000000003f0fc800      1      1 ------ \Device\Afd\Endpoint
0x000000003f0fcdb8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0fd3b8      1      1 ------ \Device\Afd\Endpoint
0x000000003f0ff4c8      1      1 ------ \Device\Afd\Endpoint
